02:24:05.384 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
02:30:06.938 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=69, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:30:11.797 [Apollo-RemoteConfigLongPollService-1] WARN  c.c.f.a.i.RemoteConfigLongPollService - Long polling failed, will retry in 120 seconds. appId: platform, cluster: default, namespaces: application+message+sensitive-config, long polling url: null, reason: Get config services failed from http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: java.io.IOException: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81]]]
02:30:11.943 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=70, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:30:16.949 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=71, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:30:21.960 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=72, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:30:26.965 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=73, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:30:31.967 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=74, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:30:36.975 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=75, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:30:41.981 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=76, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:30:46.987 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=77, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:30:51.991 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=78, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:30:56.997 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=79, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:31:02.002 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=80, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:31:02.265 [http-nio-8088-exec-33] INFO  c.c.l.MyServletRequestListener - session id为：null
02:31:02.266 [http-nio-8088-exec-32] INFO  c.c.l.MyServletRequestListener - session id为：null
02:31:02.267 [http-nio-8088-exec-32] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:31:02.267 [http-nio-8088-exec-33] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:31:02.287 [http-nio-8088-exec-34] INFO  c.c.l.MyServletRequestListener - session id为：null
02:31:02.287 [http-nio-8088-exec-34] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/carousels/getAllCarousels
02:31:02.293 [http-nio-8088-exec-35] INFO  c.c.l.MyServletRequestListener - session id为：null
02:31:02.293 [http-nio-8088-exec-35] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/productsCarousels/getProductsCarouselsById/1
02:31:02.302 [http-nio-8088-exec-33] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:31:02.302 [http-nio-8088-exec-32] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:31:02.316 [http-nio-8088-exec-34] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getAllCarousels，在该方法执行之前执行====
02:31:02.318 [http-nio-8088-exec-32] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:31:02.319 [http-nio-8088-exec-33] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:31:02.320 [http-nio-8088-exec-33] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:31:02.319 [http-nio-8088-exec-32] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:31:02.321 [http-nio-8088-exec-33] INFO  c.c.l.MyServletRequestListener - request end
02:31:02.321 [http-nio-8088-exec-32] INFO  c.c.l.MyServletRequestListener - request end
02:31:02.321 [http-nio-8088-exec-32] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:31:02.321 [http-nio-8088-exec-33] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:31:02.383 [http-nio-8088-exec-35] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getProductsCarouselsById，在该方法执行之前执行====
02:31:02.432 [http-nio-8088-exec-35] INFO  c.c.c.c.ProductsCarouselsController - 通过ID获取横向轮播图商品配置: ProductsCarousels(id=1, products=null, createTime=2024-07-21 14:14:49, updateTime=2024-07-21 14:14:49, isDeleted=false)
02:31:02.449 [http-nio-8088-exec-34] INFO  c.c.c.mobile.CarouselController - 获取所有轮播图信息: [Carousel(id=1, imageUrl=http://127.0.0.1:8088/v1/getLatestImage?fileName=88888888_20240701154410_1890x600-1.jpg, redirectUrl=https://example.com, isEnabled=true, createTime=2024-06-29 15:27:04, updateTime=2024-07-01 08:01:01, isDeleted=false)]
02:31:02.451 [http-nio-8088-exec-35] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:31:02.451 [http-nio-8088-exec-35] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:31:02.451 [http-nio-8088-exec-35] INFO  c.c.l.MyServletRequestListener - request end
02:31:02.451 [http-nio-8088-exec-35] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:31:02.452 [http-nio-8088-exec-34] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:31:02.452 [http-nio-8088-exec-34] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:31:02.454 [http-nio-8088-exec-34] INFO  c.c.l.MyServletRequestListener - request end
02:31:02.455 [http-nio-8088-exec-34] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:31:02.538 [http-nio-8088-exec-36] INFO  c.c.l.MyServletRequestListener - session id为：null
02:31:02.539 [http-nio-8088-exec-36] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:31:02.544 [http-nio-8088-exec-36] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:31:02.549 [http-nio-8088-exec-36] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:31:02.549 [http-nio-8088-exec-36] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:31:02.553 [http-nio-8088-exec-36] INFO  c.c.l.MyServletRequestListener - request end
02:31:02.553 [http-nio-8088-exec-36] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:31:02.557 [http-nio-8088-exec-37] INFO  c.c.l.MyServletRequestListener - session id为：null
02:31:02.558 [http-nio-8088-exec-37] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:31:02.563 [http-nio-8088-exec-37] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:31:02.586 [http-nio-8088-exec-37] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:31:02.587 [http-nio-8088-exec-37] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:31:02.587 [http-nio-8088-exec-37] INFO  c.c.l.MyServletRequestListener - request end
02:31:02.588 [http-nio-8088-exec-37] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:31:07.005 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=81, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:31:12.012 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=82, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:31:17.021 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=83, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:31:22.023 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=84, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:31:27.031 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=85, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:31:32.038 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=86, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:31:37.047 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=87, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:31:42.049 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=88, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:31:47.058 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=89, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:31:52.064 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=90, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:31:57.068 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=91, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:32:02.076 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=92, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:32:07.082 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=93, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:32:12.085 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=94, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:32:13.986 [Apollo-RemoteConfigLongPollService-1] WARN  c.c.f.a.i.RemoteConfigLongPollService - Long polling failed, will retry in 120 seconds. appId: platform, cluster: default, namespaces: application+message+sensitive-config, long polling url: null, reason: Get config services failed from http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: java.io.IOException: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81 [Cause: Server returned HTTP response code: 502 for URL: http://meta.apollo.xxx.cn/services/config?appId=platform&ip=192.168.31.81]]]
02:32:17.094 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=95, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:32:20.286 [http-nio-8088-exec-40] INFO  c.c.l.MyServletRequestListener - session id为：null
02:32:20.286 [http-nio-8088-exec-40] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:32:20.298 [http-nio-8088-exec-41] INFO  c.c.l.MyServletRequestListener - session id为：null
02:32:20.299 [http-nio-8088-exec-41] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:32:20.304 [http-nio-8088-exec-41] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:32:20.305 [http-nio-8088-exec-40] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:32:20.308 [http-nio-8088-exec-40] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:32:20.308 [http-nio-8088-exec-40] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:32:20.310 [http-nio-8088-exec-40] INFO  c.c.l.MyServletRequestListener - request end
02:32:20.314 [http-nio-8088-exec-40] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:32:20.318 [http-nio-8088-exec-41] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:32:20.321 [http-nio-8088-exec-41] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:32:20.324 [http-nio-8088-exec-41] INFO  c.c.l.MyServletRequestListener - request end
02:32:20.324 [http-nio-8088-exec-41] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:32:20.325 [http-nio-8088-exec-41] INFO  c.c.l.MyServletRequestListener - session id为：null
02:32:20.325 [http-nio-8088-exec-41] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/carousels/getAllCarousels
02:32:20.337 [http-nio-8088-exec-41] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getAllCarousels，在该方法执行之前执行====
02:32:20.370 [http-nio-8088-exec-41] INFO  c.c.c.mobile.CarouselController - 获取所有轮播图信息: [Carousel(id=1, imageUrl=http://127.0.0.1:8088/v1/getLatestImage?fileName=88888888_20240701154410_1890x600-1.jpg, redirectUrl=https://example.com, isEnabled=true, createTime=2024-06-29 15:27:04, updateTime=2024-07-01 08:01:01, isDeleted=false)]
02:32:20.374 [http-nio-8088-exec-41] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:32:20.375 [http-nio-8088-exec-41] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:32:20.376 [http-nio-8088-exec-41] INFO  c.c.l.MyServletRequestListener - request end
02:32:20.376 [http-nio-8088-exec-41] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:32:20.383 [http-nio-8088-exec-43] INFO  c.c.l.MyServletRequestListener - session id为：null
02:32:20.383 [http-nio-8088-exec-43] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:32:20.392 [http-nio-8088-exec-43] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:32:20.396 [http-nio-8088-exec-43] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:32:20.397 [http-nio-8088-exec-43] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:32:20.398 [http-nio-8088-exec-43] INFO  c.c.l.MyServletRequestListener - request end
02:32:20.399 [http-nio-8088-exec-43] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:32:20.404 [http-nio-8088-exec-44] INFO  c.c.l.MyServletRequestListener - session id为：null
02:32:20.404 [http-nio-8088-exec-44] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:32:20.411 [http-nio-8088-exec-44] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:32:20.416 [http-nio-8088-exec-44] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:32:20.417 [http-nio-8088-exec-44] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:32:20.418 [http-nio-8088-exec-44] INFO  c.c.l.MyServletRequestListener - request end
02:32:20.418 [http-nio-8088-exec-44] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:32:22.100 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=96, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
02:32:22.870 [http-nio-8088-exec-45] INFO  c.c.l.MyServletRequestListener - session id为：null
02:32:22.871 [http-nio-8088-exec-45] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:32:22.874 [http-nio-8088-exec-45] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:32:22.875 [http-nio-8088-exec-45] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:32:22.875 [http-nio-8088-exec-45] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:32:22.876 [http-nio-8088-exec-45] INFO  c.c.l.MyServletRequestListener - request end
02:32:22.876 [http-nio-8088-exec-45] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:32:22.877 [http-nio-8088-exec-45] INFO  c.c.l.MyServletRequestListener - session id为：null
02:32:22.878 [http-nio-8088-exec-45] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:32:22.880 [http-nio-8088-exec-45] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:32:22.884 [http-nio-8088-exec-45] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:32:22.884 [http-nio-8088-exec-45] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:32:22.885 [http-nio-8088-exec-45] INFO  c.c.l.MyServletRequestListener - request end
02:32:22.885 [http-nio-8088-exec-45] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:32:22.889 [http-nio-8088-exec-47] INFO  c.c.l.MyServletRequestListener - session id为：null
02:32:22.889 [http-nio-8088-exec-47] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/carousels/getAllCarousels
02:32:22.895 [http-nio-8088-exec-47] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getAllCarousels，在该方法执行之前执行====
02:32:22.961 [http-nio-8088-exec-47] INFO  c.c.c.mobile.CarouselController - 获取所有轮播图信息: [Carousel(id=1, imageUrl=http://127.0.0.1:8088/v1/getLatestImage?fileName=88888888_20240701154410_1890x600-1.jpg, redirectUrl=https://example.com, isEnabled=true, createTime=2024-06-29 15:27:04, updateTime=2024-07-01 08:01:01, isDeleted=false)]
02:32:22.966 [http-nio-8088-exec-47] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:32:22.967 [http-nio-8088-exec-47] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:32:22.969 [http-nio-8088-exec-47] INFO  c.c.l.MyServletRequestListener - request end
02:32:22.970 [http-nio-8088-exec-47] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:32:22.985 [http-nio-8088-exec-48] INFO  c.c.l.MyServletRequestListener - session id为：null
02:32:22.985 [http-nio-8088-exec-48] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:32:22.989 [http-nio-8088-exec-48] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:32:22.992 [http-nio-8088-exec-48] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:32:22.993 [http-nio-8088-exec-48] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:32:22.994 [http-nio-8088-exec-48] INFO  c.c.l.MyServletRequestListener - request end
02:32:22.994 [http-nio-8088-exec-48] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:32:23.003 [http-nio-8088-exec-49] INFO  c.c.l.MyServletRequestListener - session id为：null
02:32:23.003 [http-nio-8088-exec-49] INFO  c.c.l.MyServletRequestListener - request url为：http://127.0.0.1:8088/v1/getLatestImage
02:32:23.006 [http-nio-8088-exec-49] INFO  c.c.c.Interceptor.MyInterceptor - ====拦截到了方法：getLatestImage，在该方法执行之前执行====
02:32:23.009 [http-nio-8088-exec-49] INFO  c.c.c.Interceptor.MyInterceptor - 执行完方法之后进执行(Controller方法调用之后)，但是此时还没进行视图渲染
02:32:23.009 [http-nio-8088-exec-49] INFO  c.c.c.Interceptor.MyInterceptor - 整个请求都处理完咯，DispatcherServlet也渲染了对应的视图咯，此时我可以做一些清理的工作了
02:32:23.010 [http-nio-8088-exec-49] INFO  c.c.l.MyServletRequestListener - request end
02:32:23.010 [http-nio-8088-exec-49] INFO  c.c.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
02:32:23.629 [http-nio-8088-exec-50] INFO  c.c.l.MyServletRequestListener - session id为：null
